time,N1,N2,N3,N4,N5
14310,12.3957145072518,0.579844550170625,0.900108484222824,29.0707285255593,26.8696872058605
14320,27.3753822506343,4.19590124176146,5.73800868227965,12.7350661040872,21.8232030421711
14330,18.834946635118,28.9315286697141,6.31736303648788,6.04445452443448,5.32949945707357
14340,5.97224313273279,39.327837847986,12.5795010079831,0.776623722669276,0.903237001399227
14350,1.60055869062551,39.8070711245822,18.2171963337221,0.0938775337518458,0.139047166107619
14360,0.412146862721332,37.4802395476614,24.3826852104226,0.011187645105506,0.0209284256020204
14370,0.104189466487279,34.1211482706873,31.4573082506018,0.00132458742561351,0.00311752899026537
14380,0.394467327822628,18.8878540788728,39.763445913889,0.016929172987664,0.0713150002965952
14390,1.85151032598847,8.43951821550675,41.2609739691818,0.751877681851819,4.79232483812119
14400,5.12795387067251,2.84672409474571,28.9769762810209,2.32007790928363,28.4414666140724
14410,19.5660860769742,1.12928393440325,25.5957164197028,0.927568058004084,25.3908395811937
14420,30.898471347211,10.1876369625143,9.59280398584274,8.34600720928869,9.52683360895663
14430,13.7574202046248,33.5782084887239,11.514460958101,3.61143724642242,1.8621732461172
14440,3.92567543206974,38.0052005522207,18.8227091766697,0.44649810772179,0.297063372850745
14450,1.02139888136952,36.4637764908324,25.7155418729172,0.0534065458221925,0.0449736138092642
14460,0.345161277217745,31.4708600319952,33.5012422512076,0.00779746137988624,0.0089234856840188
14470,1.93765619657007,15.6324807855467,40.0593103191027,0.321984482039893,0.637827514119906
14480,4.88705410767829,5.02604116697646,26.2979777153738,7.3179309842011,22.4142722708017
14490,16.9642695297601,2.02898294747242,23.664261741456,3.69521020012062,25.3610567490956
14500,27.2860756841482,7.57176399376458,9.55132683480037,17.6461304925123,10.0754055636459
14510,10.1864941725277,1.03623380552817,1.77772374057024,31.4975469006745,22.0098848462538
14520,3.54112405573247,0.148991982297123,0.34828491701408,30.3485955499223,32.1745775859053
14530,12.2991074167009,3.56730553760685,15.1402747050112,11.5222011334929,26.6570727611195
14540,27.0606411967651,3.95436834005812,11.9067925761784,15.1611801979481,14.21213137285
14550,14.3374319535049,0.69954976319167,3.16373974413064,23.9905496216432,28.0797320480618
14560,19.7788004079171,0.780171086886332,4.8114692825149,22.8826802361172,23.8034116544653
14570,16.7698481828186,0.365773875497304,2.20473563517333,26.0630003906533,26.1023860930614
14580,16.9681222025051,0.315808309965938,1.51994572714177,27.0844020855828,25.2837128540743
14590,22.5601901814922,0.64019589275459,1.92483915256538,25.8804857597124,20.9497754639196
14600,23.4821154421645,0.603304374561732,3.1337456610254,18.0533841910486,26.6439860007972
14610,12.3516488079971,0.409183763392425,0.797288197586917,29.1310256619137,27.1705615707004
14620,27.596174992192,3.42728011175749,4.19925305927554,15.6719400302485,20.8727181886532
14630,10.108433783053,0.846818690525482,0.748508698304668,30.1957728682347,26.9467480415937
14640,20.1210188858457,4.34119296251727,7.11745769224893,13.7651155049707,24.834671524213
14650,24.8355783298881,19.013546542328,11.1944281884157,7.91981045633834,8.84330196373146
14660,8.65545203849328,30.2660713852243,26.3789774755815,1.05420711391733,1.58378862258142
14670,14.0996663279741,15.8845457934664,27.1269144932604,3.15166652088896,8.77112198300502
14680,25.3253579182167,17.9997151664892,15.0061619637268,3.54927539680309,9.89514028664438
14690,22.8407899300497,16.7045353874471,24.5956078665722,1.42008738394961,7.63066858950986
14700,21.7723670535674,20.0859655884052,25.7715688439021,0.787878884842808,4.1768252257333
14710,17.7682833131009,23.8333354242734,27.3405499049905,0.446285802758488,1.89132174307095
14720,15.3871859586619,27.7642657259941,25.6809452186005,0.5160754438442,1.33343048774669
14730,25.9891975343671,23.7697193167612,18.02625573231,2.25886990240778,2.93056251693533
14740,15.0255062344734,24.0315499100821,28.7922915766258,0.589052976183111,1.23393038114021
14750,26.242209938366,17.2744144368466,13.0109628795182,13.0715463226041,3.49256596304275
14760,12.5685703532203,2.61383154529893,2.80150605593163,34.7382424139207,9.50140223699642
14770,3.60346547621569,0.323711065361143,0.448115543841608,39.6503568474992,15.6741992224142
14780,0.943723877715147,0.0388098817354768,0.0680926558619259,38.4971814248658,21.6933546383921
14790,0.240460759568286,0.00460783173233742,0.0101882409436053,35.5562626987836,28.43210814655
14800,0.254179371909374,0.00482905901722542,0.0177911760216616,25.0498771774072,36.7734981770387
14810,1.34417887058795,0.240651686213261,1.33320153664834,12.0032789814279,41.9166643278077
14820,3.6272436747789,2.9630260491853,27.7886095382299,3.98624466757609,28.8312166107473
14830,14.8275156322338,1.24145943765643,26.4415328148597,1.64389536218182,26.8503630447541
14840,31.5259377575061,4.4006811899769,12.9443505851998,5.84118218625356,13.0868670706188
14850,16.8045785908401,4.65902797027562,2.70549021377649,31.0441861168656,10.7863118404109
14860,4.96025652179912,0.58313050668894,0.440022923230472,37.2866590714076,18.8002464456524
14870,1.29823166086159,0.069896170077468,0.0668391599325456,36.1596531520659,25.9863465321048
14880,0.523550432097542,0.0127265444420557,0.0175057927933337,30.367210059099,33.9588926986422
14890,2.83706629285788,0.57182574756773,1.30132302502884,14.7690255541661,39.4782164851157
14900,6.37260402835408,6.96854870992336,26.4032695245383,4.48095690793704,23.8789532880182
14910,24.1033536430765,2.75169601548383,23.1728342835806,1.84936610093201,22.2540917289829
14920,21.8968694464905,23.977795608086,12.6750545210361,5.14994215091283,6.01809327873198
14930,6.93382451636855,32.5010797254393,25.1581052748923,0.661414802977321,1.01923235975776
14940,5.52717910645471,24.7310558447688,33.4690177895376,0.386323393518948,0.999271075860927
14950,15.5462750743219,8.36781811390031,23.6627236196375,4.21984778871596,19.3988190161106
14960,23.848988653948,20.0948503966446,15.1732001325469,3.38177275242006,8.55197176726968
14970,14.8800810076525,22.3992395786109,28.2155874499526,0.874074215101465,3.6427065962847
14980,20.0629693913141,22.1554807127391,23.4797709063881,0.929499622581852,5.4810146055681
14990,16.5732099918695,25.8154220842438,26.4426552363994,0.395184823344472,2.34609296807858
15000,16.0338047320548,27.2118106364163,26.074778805227,0.299810206512965,1.47328685428705
15010,20.523492628687,26.5134009449151,22.2883907314146,0.5328413427062,1.69771110283655
15020,26.4306643952894,16.2174559999032,25.6188320241629,0.833328463581817,3.43398452993817
15030,11.1753523860805,28.7454758753897,28.8437348455117,0.307620429737838,0.657103159160829
15040,26.1763371109336,23.046917867163,16.7751430938039,4.10158441751952,3.18506257319731
15050,8.45070035651443,29.8441345893432,29.4666639503296,0.53136188235327,0.54592045656595
15060,22.2499514750173,9.83215004566654,20.030124695569,6.86111391380491,13.6409162520159
15070,20.8898912616647,6.57294891365914,5.83904645272911,24.0046390961884,12.5611335582094
15080,6.62935816072784,0.844861746437719,0.990166541177888,32.6555460889665,25.0284111897471
15090,4.94553750048814,0.432614066618869,0.845358632495115,25.2876384479615,33.5074630860042
15100,13.0125470410964,6.09461176932505,20.3225864321177,8.28500047233477,22.6182628235472
15110,26.3466048696934,7.07567120426494,10.5097931723762,16.8715025599607,11.4040611645294
15120,9.672201649083,0.960769763425336,1.94118731526927,29.2140053247637,26.8421782873737
15130,19.3901792609929,2.5576905460938,13.1377034316551,13.047230126467,24.2377469397944
15140,18.0116058981434,0.910628881673165,4.77537436033317,22.1375164596261,26.1441646525261
15150,18.6518780219489,0.475108584750414,2.69892959182476,23.3484987400788,26.7099414197187
15160,15.0991418591354,0.298987598525787,1.37585603892398,26.5416230584652,27.6832609038033
15170,17.434674593495,0.469793815042466,1.41911932385375,27.3549084374554,24.3226228656356
15180,27.0832742913289,1.58683538514674,2.99237892110178,19.5570328885707,21.1264588834271
15190,14.0274443668593,0.389613052818401,0.907158264623645,25.4350596150205,28.9361847130738
15200,23.4450378120972,3.96193073504758,2.7182331587719,25.0222053552633,16.8527447527865
15210,8.17932218380959,0.539895620788404,0.500187515870684,29.2977856404525,29.9360276007843
15220,20.6585771962058,8.04818924749244,14.048640342947,9.41759917642344,19.6543547978509
15230,20.3316035217724,23.146509165812,16.4522991092348,4.36597722885246,6.13985980027762
15240,9.72724353350584,26.2500819748843,29.8333374262385,0.817950670005186,1.72101045192334
15250,26.2429934902806,11.1875580503312,19.6395858372297,3.07644758474594,12.8554291527525
15260,24.1180755298782,16.9423723881411,24.3872609734921,1.20469264292731,6.9179685420939
15270,23.680550013685,18.8456806984843,25.3784547167879,0.746414743602736,4.37961167110434
15280,18.8049056154106,22.8377462526008,27.326569878542,0.421693989190411,1.94978997956708
15290,14.7024347584398,28.106068336019,26.073565091334,0.465864376682719,1.16393776812998
15300,26.2771793655836,23.1775924560849,18.2534957369718,2.52528821810832,2.97203643968017
15310,13.4440247809915,25.3723473738561,29.0961818435648,0.529217330356753,0.955422113074481
15320,27.3154874020632,13.2826469810973,14.9404297723993,11.9321021633929,4.5637698039524
15330,13.3222421754736,2.04704708706878,3.23619071994834,33.2256374845458,11.4692679168993
15340,3.81799711852753,0.253482323803627,0.517530583138557,37.8942150171122,18.9041718768039
15350,0.99384757148391,0.0303245810425447,0.0783716969198236,36.3881232333175,25.8506941863029
15360,0.358387391776388,0.00477276098671283,0.017116283335189,31.0723837126952,33.6940741601289
15370,1.99309146189341,0.205260861575862,1.25313171497743,15.3478556382908,39.9885440897062
15380,5.69903921378085,2.46479375176536,25.8234905738986,5.24662592303696,28.6585391079301
15390,21.3198974013697,1.01107261006814,23.8712273112504,2.05852797506517,24.9360653730925
15400,27.1832496302293,7.32758199494099,7.78724556825034,20.6317652827676,8.28885572960363
15410,9.60619100948304,0.980429194185566,1.40596803487417,33.6221645092253,19.1418534069676
15420,2.58744412778253,0.118728133055565,0.217059136241942,34.3375209275754,27.9904449186573
15430,3.20155573300527,0.170728892909719,0.529075746327714,23.2883617687061,35.7870843700118
15440,9.34136513795136,4.29184725524139,21.1568814058454,8.06227477426494,26.0776758364769
15450,27.7185104142367,3.40264139443878,16.5507915358517,6.04029524008173,17.8244504820648
15460,15.0199747915272,1.70358498419064,3.57331284606421,27.6422883861335,20.6079937335548
15470,8.91629377904454,0.501764764555271,1.71811464156159,25.126998505434,31.1227107441871
15480,25.5797341203748,2.13805959401075,14.9138842928518,9.06397153758771,21.8367050486035
15490,22.1491841635875,0.85766279404831,6.21848072545015,18.4455309108262,25.3190434190254
15500,23.3684884975859,0.534257045191455,4.21588797053091,19.3474107141388,25.5740922131111
15510,20.5254272312843,0.335045052007242,2.31884840392016,21.7096665411649,26.9448651046947
15520,13.1339260016865,0.235605094923042,0.917842705540769,28.1610415086557,28.0184647081345
15530,20.8756739217587,0.816628945716532,1.72879089649041,26.569119886881,21.4767261423458
15540,22.0660192334714,0.825407692543642,3.15824744373775,18.27737051843,27.0111557251985
15550,14.3016214768491,0.984751974266705,1.13509797970376,28.8354023764587,24.553234132024
15560,21.3382994181467,2.41753817227663,5.10764146927717,15.8424239574472,26.0735075584969
15570,23.0842701129199,21.9880944837615,11.1090373488912,3.51048448078667,9.00618230021825
15580,7.66028950125343,32.2658996061252,24.005023856388,0.45875327718987,1.56731609541002
15590,4.26796290109102,27.1732767818593,33.2498444496985,0.132293852139123,0.720375810014394
15600,14.2019823816928,10.0408225985483,26.5855210343326,1.78692089251886,18.1088190364574
15610,24.9668694161696,18.9825943708097,16.3412069532149,1.33747948161493,9.54297591640836
15620,23.1573874431135,16.5189917085297,25.2920819070068,0.560961944365157,7.80757419178703
15630,25.9214572259116,17.8538204748354,24.4076621804428,0.386659200510688,4.64306129000472
15640,26.2491922744401,18.0990187761857,24.9380393557288,0.302254158514481,3.28978310234792
15650,21.135719853836,21.096494284724,27.2193702747307,0.180299718102558,2.08419002418268
15660,12.7433542749856,28.7040454496887,27.9929719995091,0.133831045251456,0.74097132497484
15670,22.0392342156595,26.4009598005609,20.9481187297693,0.583952324769963,1.69502318528297
15680,20.7892602289711,19.5114094524882,27.7874040429209,0.449383890819366,2.3659041270621
15690,14.7573700205185,28.6463625563836,24.9006330537478,0.641149978908339,1.09462196274631
15700,24.0612094102172,14.9232518350866,25.428587802161,1.91834369015578,5.56873446273177
15710,15.4793795490846,29.0270601988389,20.4585187928441,2.70727772502572,1.53522039635329
15720,6.86238877191534,28.0573721570802,31.2872786980107,0.510662018464294,0.426870291186352
15730,16.7836234192139,8.87899071255152,20.0866935729617,9.82052371818799,14.0724943309174
15740,24.9252677299601,4.28126724893286,9.34550747026105,18.4361838629979,14.9112603294095
15750,21.4423156580348,1.68889730109535,6.98786359939033,17.5415546545985,24.9305426949877
15760,18.7209651749406,0.845204591940347,3.25756747622055,22.5122661193434,26.4551241311864
15770,14.482727552424,0.560581373809425,1.69013936774343,27.1237383428402,27.0482004373881
15780,19.4789998518414,1.03265153361757,2.065363763839,26.3727800111855,22.3775151792533
15790,26.0291133027226,1.75397530388283,4.83304115909492,15.3632787266251,24.725385553642
15800,11.4792596550919,0.790034060984964,0.937680078681053,29.3518895457335,26.9392697274644
15810,23.9391848908444,4.94790161435545,10.0437990702611,11.7523701140047,21.8763403504204
15820,17.0059966476176,22.913860641553,22.6695459136168,2.08744945381206,6.07642165318165
15830,24.5535774908473,20.6648630357303,18.9128799817049,1.74859696390455,6.58817198627876
15840,23.6918567780839,23.6122631581922,20.3924673568773,1.05091155149965,3.6933021499158
15850,26.4068430765154,21.6868015352224,20.4566079925266,1.23765516045523,3.26398233162435
15860,21.4590616699393,19.9647870632303,26.8667623970842,0.602614327248333,2.78490927452148
15870,13.4284414094142,28.6700971191182,26.4685486963982,0.542267724398602,1.00262661740823
15880,27.4760396574326,15.8361151949722,20.5850946047795,3.71541218503979,4.27639778464142
15890,10.1183208349152,30.2262267870123,26.7774088903087,0.912864939928064,0.764596753161817
15900,19.5154932475114,14.1381854118748,25.2044825020099,4.30990289072895,6.66138402075538
15910,25.2539829005879,7.42363690105503,9.35371358930639,18.3228858060272,11.6159866935006
15920,8.86593813777885,0.990916978128122,1.68245925863297,29.5167956972339,27.532862092343
15930,19.7626632335018,3.26961812012827,13.984593071917,12.1785415438044,23.3434490159182
15940,16.4114178599778,1.11660167631396,4.52188806346164,23.490301728695,25.9846111272899
15950,16.4085327656556,0.631963280757259,2.64923314339058,25.6362219933103,26.14284313415
15960,16.7990248574317,0.515993593916723,1.80366855170494,26.7998750655409,25.2525271420372
15970,22.1767024475331,0.974692406677752,2.19352823122262,25.6746321712026,20.8712244122281
15980,23.5808169427838,0.95681167034191,3.74719109049512,17.6024313909337,26.1697932328521
15990,12.646847728439,0.683463527596648,0.952550823273069,29.063395669696,26.4236128815477
16000,25.9538729116574,3.80855516068642,7.17976922243917,12.4819304828221,23.0236358462156
16010,19.2251043926267,27.9527568519874,8.76543108873633,3.93433128887866,5.9466599518132
16020,6.01431427112812,37.1254930064151,17.0241547744003,0.503008409989145,1.00003264864038
16030,1.59456244181436,36.8538487663259,24.137220555547,0.0605702299724114,0.153014813254076
16040,0.405515644828553,33.9191946092391,31.5140692314478,0.0071865251910203,0.022869918929201
16050,1.60862429794526,18.3020894824505,39.1200319382881,0.102644158566467,0.588124624270248
16060,4.83940834620967,6.43611025292353,29.1423161879092,2.68684461153988,24.3475802539772
16070,18.4522071404772,2.55240986684902,25.7301010523195,1.16798440175128,24.322371711384
16080,28.2911317540781,16.7726135607062,9.67967656656532,7.19392123014398,9.24266572061562
16090,10.7841893048514,32.7373605928711,18.9914097562015,1.08171556625873,1.72446048241362
16100,2.93087222577294,33.974596409079,28.2585401989993,0.131414480665897,0.267583358390031
16110,4.26195664212286,22.0855323777416,35.5866504802796,0.262503088393131,0.917279549743725
16120,12.1611365585776,7.53533453995859,25.4450194827674,3.55472730601512,21.3629115814764
16130,27.6366176115268,13.0439271515753,13.6965278533061,5.02007970201868,12.3510817807153
16140,11.2180744358917,28.7404113528671,25.5229430087962,0.803386949444508,2.37776710233277
16150,17.9502074853981,15.0026112129717,26.0033734253615,1.56813741111846,11.1170583482436
16160,18.6770836280312,21.6547313123135,26.1350546737691,0.640109518908453,5.12924916839832
16170,21.2119133723811,21.3940208166401,26.2707991558308,0.346273419552255,3.27834573976312
16180,19.1613903659476,23.0888922829716,27.2792839386543,0.217250300130115,1.8380109147872
16190,13.7328961233518,28.2839581223093,27.4472478525777,0.180420233609409,0.928719629873316
16200,21.0677720123015,26.6208307475751,21.6759284297341,0.557462639062264,1.6115949564417
16210,23.0294753746307,17.9902897146499,26.9311347645399,0.60585766179988,3.07201352219217
16220,12.9652541548934,29.0975664134198,26.3871787527702,0.497685665560208,0.870447790713633
16230,26.9391277413303,13.1162464495083,23.8256388265203,2.74732976031138,5.55557274186711
16240,12.7406989427535,29.948048318842,23.206297062797,1.72624518069514,1.10571298795596
16250,11.3031074023878,22.3242879528395,30.7799472237098,1.25558769836468,1.37132278315153
16260,19.2387021348283,5.90176988358479,15.3082501341019,11.2516105724512,20.7305858220205
16270,17.4456979905437,2.26443208766973,4.91657281874032,24.1462643017696,21.9130090883076
16280,26.0972521467294,2.39274868789218,9.06351181792825,14.3080729216774,21.2770184596093
16290,25.3974955039486,1.24884285719267,5.71638329528101,16.8968161321106,24.2551130778768
16300,21.4992311295056,0.71432033010342,3.31975812329213,20.3558207084744,26.2738277796382
16310,13.0101159844015,0.432958053276224,1.10755200040389,27.8873203814872,27.9603578016375
16320,21.8466438329893,1.77087260573403,2.32389306598733,25.7661752559511,19.9581262353018
16330,18.5495446119743,1.06491764632368,2.50848607286323,20.352526174211,27.8025684922164
16340,25.7570032397061,18.8629752720974,4.42701952944922,10.1847462407333,10.7620082926314
16350,9.99812587543184,35.8357305985185,12.5876533587336,1.41219714733171,2.05373120061083
16360,2.76662825000049,38.4101441933372,19.3983188313515,0.172673559818546,0.321943610432059
16370,0.715064863997356,36.410100692777,26.155480076415,0.020605152140694,0.0485582524296387
16380,0.284944117254825,30.4997318636968,34.0217650024022,0.00369986671715459,0.0124959526124571
16390,1.59054613703336,15.0977143385593,40.4954638930352,0.170163510682956,0.951577353811679
16400,4.47168188153106,5.11950028652421,28.6848833300659,2.84677952231279,26.3525887282608
16410,17.6249641927626,2.06822122029916,25.9755453647807,1.19322909359076,25.0862130850644
16420,29.7175349378975,12.3246328345051,10.4698255462503,7.04024924943119,10.1828878124242
16430,12.5097740389152,32.8884391186081,15.6597049231318,1.90267676397698,1.9619714121707
16440,3.47866157534239,35.5573529520385,24.3593240473249,0.233058894951569,0.30842083161269
16450,0.930277871865812,32.7520912562321,32.5228004820186,0.028214997153961,0.0475355331225745
16460,4.91261353363144,15.7145494809456,37.1228672718941,0.82090995102431,2.54237212487536
16470,12.6401149968264,5.08943945096973,24.6563980594768,4.15236666321471,23.6994386149638
16480,27.7541528491743,10.2852845987221,12.8311742624174,8.28155456162305,12.5166631339646
16490,12.4675435001152,29.9810728398251,20.2744505403528,2.05611084521946,2.50587390152318
16500,3.52267367046963,31.7188487595559,31.3331152403955,0.253482960697808,0.397809950810601
16510,12.2902484279254,12.1575710361774,26.2955043639585,4.49132994644443,13.394336697894
16520,26.9120315689541,13.1677254475289,14.1065264496155,5.85609567002078,12.4155211954918
16530,10.8425967787079,27.794277986886,27.6941142263307,0.871530093441786,2.39265232476298
16540,26.1441073379933,17.4565551191032,18.4059501403961,1.90123549398946,9.10717148184656
16550,23.7577804652987,23.0401195899908,20.6720540437929,0.85604415988886,4.18892226843266
16560,23.6586158128863,24.6337833928052,20.7047305305505,0.675095595169432,2.72388345988635
16570,26.9593018729342,18.0555167819326,23.4317246592671,0.806144511961176,3.08612659595906
16580,17.2506635903463,23.4267881259401,28.2241586413145,0.31597362639517,1.30855181120682
16590,17.0375594051226,27.8782914955004,23.5488642204655,0.786484713701307,1.32278932429847
16600,23.5181866421222,16.1034968007037,25.964959483129,1.55723664880131,4.55846254630939
16610,14.7657075304934,29.0542050983107,22.2935330146009,1.93865400252991,1.33442296373035
16620,12.3035537166567,22.4004200178182,30.2575918741638,1.21452415520413,1.42854733839974
16630,22.6110395417265,6.15410291619801,15.9102680193729,9.52920987403034,19.3708892424126
16640,15.5891745433774,2.15385753477808,4.05165280313187,25.6650879081494,22.5820020037523
16650,22.2708639587836,2.41479684553729,11.0693137498871,13.9742868642677,23.5289926710502
16660,22.0618470225877,1.04580008846796,5.3902051075077,19.2149081854484,25.2008293787927
16670,20.909998029452,0.602915699461363,3.11870820237338,21.2224735616739,26.3363014236204
16680,14.8802646937894,0.355844154979866,1.24195265245031,26.3761175606068,27.8976726705675
16690,18.4321413790057,0.805126325709771,1.61773744858031,27.111222445664,23.0756056811272
16700,25.734094552195,1.59181735769138,4.54916213051047,15.4517524358688,25.1387253121206
16710,11.839423457808,0.830920610572852,0.909165898357906,29.4573629618245,26.3835140852593
16720,22.7403590170723,4.03068833837707,8.22207399177369,13.1322270026133,23.6058634022659
16730,25.8269161561781,14.9708154518008,20.1447994729859,3.45487631963479,9.00710415737842
16740,25.4632438962513,16.6467292399703,23.7889216887899,1.71128042232602,5.87945755005662
16750,19.1574967972786,21.9452366359333,26.8769579941431,0.820359599134474,2.62016384146748
16760,15.2667844381539,27.7578088330554,24.9310601163121,0.947032148395,1.55833876259786
16770,27.1052392823525,13.6805889685699,21.7502608649064,3.84031688489576,5.76661294817702
16780,12.3428232528442,30.2438047842083,22.7846259743545,1.90497491338552,1.13030432567782
16790,8.90710914281386,24.3574339354242,31.542567236947,0.890628709568572,0.885351450707881
16800,15.3943235043608,6.49974285346788,15.8772497632267,12.9444097814788,20.0819376051301
16810,21.7438570523554,3.10470697203096,7.21939358998421,21.0830699752282,18.2639918209543
16820,25.1954196327697,1.93687851191763,8.70409778621388,14.6131983644455,23.2986493307795
16830,22.6772395547905,1.03379187047427,4.89983311892596,18.9550096582642,25.2870652575595
16840,17.5902319033588,0.550020202601107,1.97287216346492,23.743924104007,27.3312344423889
16850,15.9240286453847,0.717175297120539,1.51512750872664,27.5670385553724,24.9713719471024
16860,27.0685791817666,3.09471081252933,3.89744268071549,18.1713824639888,20.1130763326125
16870,10.3502684663888,0.56696383696557,0.732309760899874,28.5511493324041,29.090037060216
16880,25.973944803201,7.81324971629656,10.835102725422,9.10542528509176,18.9289879737135
16890,14.6266597631023,25.9057086046334,22.7675695353062,1.46789303622784,4.54320030671797
16900,19.4166198261974,15.3534694427954,25.5369454877686,1.44852891311544,10.450439903118
16910,21.7100389432576,19.5593493180279,25.5662032992667,0.628873835134225,5.47539960164076
16920,24.0304128458393,19.182216871127,25.5682095522418,0.406622632434716,3.97629481504209
16930,21.3081379784376,21.1715638196445,26.868994830222,0.265242870375397,2.37356297585793
16940,13.5305579800616,27.5909220417087,28.3347670673235,0.169854205743202,0.835687405944945
16950,19.8398619865741,27.0330215231144,22.3307311804774,0.560284782384658,1.48617698464909
16960,23.6829903622147,17.2871563147006,26.6338957222765,0.757163117096705,3.42454218426575
16970,12.7307389495783,29.1876391573923,26.3585839032352,0.566095593468854,0.877802332836016
16980,25.785140122335,13.1033845031902,23.9928690893548,2.94330368777541,6.49680201208329
16990,20.4091990253487,6.70557023005438,6.31724185109163,26.866849800712,6.22091230942742
17000,6.67378247670989,0.871446642361803,1.08992260357325,38.4813565337181,13.1007877430414
17010,1.7955736038254,0.1054869045202,0.168157535988308,39.224545723033,19.1173294647409
17020,0.461946484253614,0.012567148155586,0.0252970812458279,36.8710204555681,25.541537405876
17030,0.131215393548076,0.00157522480290231,0.00409369339422586,32.5770223888084,33.0593846176807
17040,0.762411343813433,0.05628839860037,0.263493972001265,16.5215338848419,40.6380078456209
17050,2.88285081138895,2.00458727433057,14.3349063705849,6.54792027309172,35.7801622511744
17060,9.30147791926746,1.77219284444288,27.5122496540626,2.39703302808951,28.1473366642637
17070,28.4903079496761,1.29113353979513,19.4425788629567,1.74238569000668,19.6792675522752
17080,23.23582209233,8.83613256071064,4.83220830848141,25.0758891897562,7.81102706173515
17090,7.65056898880805,1.15129659983728,0.837068572420747,36.3305709314017,16.6518076406025
17100,2.04699031622447,0.13908702203267,0.128742455987092,36.6630753911966,24.0356397451774
17110,0.521596650217419,0.0165138482629307,0.0192633696927951,33.8648053949605,31.5044926331639
17120,2.08513085545602,0.241250970418467,0.507279047009107,18.1401960738714,38.869019283849
17130,5.84916566655426,6.18921515190037,20.070937555077,6.15478154829453,27.532312793258
17140,19.4674786414861,3.35557969632785,24.1891824345534,2.3667870998409,23.181988117228
17150,25.2794332484045,20.3624649883434,9.97783936121812,7.6546664735894,8.01742755847299
17160,8.73898608062411,31.9925680056621,23.1898196992154,1.01575519173804,1.42898716489827
17170,4.12747200962405,28.2900986964272,32.7916461961061,0.22114003097277,0.469931438975345
17180,12.3423239717352,9.91948782432876,24.3249907859223,4.95199153885225,18.4246410929405
17190,26.8140097385513,16.1919167842292,12.8077918752756,5.10253306951186,11.2293235711294
17200,10.5873045523552,27.3163390908524,28.7035183383714,0.714601998647366,2.17230916682282
17210,25.443311804218,18.6746306077744,18.2652872649431,1.59105987903522,8.5097609090069
17220,22.0391918068395,23.7660882048922,22.0504883483386,0.68123625472167,3.72439355713419
17230,21.4196226146956,25.4672761429699,22.2590086607733,0.508285041616581,2.32021991384044
17240,26.3127236479658,23.2906453778067,20.1132392305613,0.868763700609648,2.5848852026523
17250,20.3250579585377,20.7926777961801,27.5688908774464,0.392383375561704,2.08232345362634
17260,14.3354507726462,28.6332205056496,25.71455794843,0.494743665802065,0.985949187071705
17270,27.3868409074544,14.2963652228152,23.3781080480624,2.35362483748798,4.42864742684866
17280,10.9870516644456,29.8772663145835,26.5580314560657,0.849692800155046,0.819696427419018
17290,21.0641470299127,13.8150635684609,24.6742588613382,3.98728443324582,7.14861641051489
17300,24.8493328969085,10.0746668782822,8.32082340238887,19.4054980746063,9.27443109491968
17310,8.84056954482381,1.35147333030701,1.50831907101948,31.9646166753428,22.6481366160391
17320,3.50043671856729,0.227442619779195,0.361346628428147,29.567621658341,32.5050105502623
17330,11.205468441588,5.61615360537929,15.5219528559574,10.7577946489256,25.3743721154391
17340,27.1611292227273,6.64845660432748,13.8454351703976,9.74549136512098,14.7985269946398
17350,12.3544984044638,1.43390090503608,2.80041629638545,28.122518370067,24.1400484435961
17360,16.6480507660251,2.25619524950956,9.65701720863546,16.0751080013802,26.187430586168
17370,19.2978167586866,1.17766566124345,5.87412038833808,21.9942516422684,23.5313320358865
17380,17.2630035258457,0.538834866610567,2.78689572884223,25.3351343401922,25.7229757143838
17390,16.574305286758,0.383670139287183,1.69212355078642,26.8822130310752,25.6695067406156
17400,20.6848253052767,0.621854401015074,1.83173395664659,26.3216445743942,22.1521500617359
17410,26.5588176458728,0.963192946471674,3.55353173228018,16.1227103453781,25.2948425765724
17420,11.3266498315389,0.342062589796289,0.685772352670073,28.5417136404468,28.8424048293316
17430,26.2349624574756,4.8724061937715,3.34528877564769,22.2170751123364,16.5801753114189
17440,8.32079031601708,0.631371031071185,0.565534566856854,30.5106782513815,28.6907267964539
17450,20.9669749183394,6.29821497889264,10.7751603035557,11.180288961507,21.970097178367
17460,22.2199558242656,21.6975948092052,14.1465815024666,5.66964195973603,7.13555233971931
17470,7.15614004325359,30.2593109106071,28.9457269351379,0.732760483992812,1.22044038155431
17480,19.0295974154004,11.3766687294748,22.9938751763653,3.82118596456664,15.0974533404185
17490,17.5004494770132,23.3535691883289,23.8536598051669,1.45635724349721,5.11686568694103
17500,20.369723914883,23.9295577159178,22.6593907889679,1.03780327759791,3.91365247977624
17510,21.2350383632485,25.1327613306829,21.9724994566906,0.852443544097753,2.71664571025173
17520,26.5217685391645,21.4953748398182,20.28984939192,1.46394730762915,3.17120626312996
17530,19.0784859302006,21.5346942364881,27.6590407440056,0.567025926529314,2.04952969653732
17540,16.040388513565,28.0711901631426,23.7376656505451,1.0704146760278,1.39245207580337
17550,22.393604493406,15.8527769912089,25.6200089919575,2.23339113364577,5.31274980865964
17560,22.6235965208962,5.12565411351008,8.14790677291659,24.0149100416422,7.61567810108478
