x,y,z
0.782263995,0.265808088,5.688219413
0.836535375,0.233123096,5.766876642
0.878926849,0.173875295,5.745891163
0.928082594,0.104691235,5.556906832
0.962746921,0.055612783,5.200056996
0.979225103,0.032242089,4.757635036
0.985198574,0.024002657,4.307734526
0.985562332,0.024410655,3.890030048
0.980454592,0.034274196,3.524827986
0.963074631,0.066639465,3.235992776
0.897751327,0.186096503,3.085958403
0.511125044,0.743683408,3.246721625
0.047316076,0.233832485,3.59233461
0.899735829,0.126018729,3.446841106
0.784567567,0.37024389,3.443943217
0.104830871,0.791623768,3.828124037
0.508546717,0.115822268,3.931101524
0.885141034,0.195472752,3.80739001
0.656178845,0.538618411,3.945998283
0.077827846,0.486498256,4.415904398
0.832511312,0.148865487,4.410683063
0.858110955,0.231575061,4.35100765
0.67573355,0.489483494,4.525448803
0.180138441,0.625741206,5.032443743
0.730317381,0.221532697,5.234183686
0.846769413,0.229878063,5.25122606
0.828064946,0.256501283,5.306372826
0.795771084,0.298736406,5.425845444
0.74646869,0.356658308,5.635885507
0.688919241,0.410246987,5.949224505
0.672915071,0.405481562,6.326325308
0.755588742,0.305625492,6.638032414
0.89155798,0.140316816,6.655526082
0.973561798,0.034790704,6.225474736
0.993967142,0.008414253,5.599061436
0.997989792,0.00300403,4.985863495
0.998947054,0.001672908,4.429796839
0.999157288,0.001410442,3.933544401
0.999012364,0.001727563,3.492968718
0.998372765,0.002955074,3.103486439
0.996360423,0.006823086,2.762412069
0.989204197,0.020776346,2.473544181
0.957012971,0.08405449,2.265340019
0.736148528,0.481775548,2.257843285
0.011132943,0.507800681,2.551327335
0.501054976,0.075158612,2.50250971
0.833717561,0.310081535,2.431770754
0.046729393,0.854892385,2.707662442
0.200303768,0.083456754,2.773893468
0.888997094,0.202238717,2.647293121
0.321891528,0.932541366,2.839115266
0.055344355,0.147355485,3.072773152
0.909196271,0.137345572,2.916391636
0.654939074,0.578882237,2.986413895
0.024696716,0.384864168,3.354970104
0.82126906,0.102364288,3.255484858
0.824091859,0.311409983,3.202990698
0.148138258,0.887645056,3.530275793
0.299748611,0.11087853,3.681211056
0.895944323,0.17894469,3.537491013
0.647149777,0.562322896,3.659154072
0.054534803,0.426556196,4.099042273
0.850345963,0.130316084,4.037925297
0.850527233,0.251320185,3.97503432
0.530448568,0.668147013,4.219334439
0.123374076,0.315473433,4.673938687
0.87346353,0.172601436,4.625090208
0.840844365,0.253497749,4.608797411
0.677605391,0.475212026,4.808862219
0.26142623,0.647326299,5.319644316
0.652651782,0.280692219,5.643574005
0.825913859,0.247087788,5.743154842
0.862020378,0.197619616,5.765811128
0.911119716,0.128691926,5.642436096
0.952439643,0.070264694,5.340251365
0.974712847,0.038668992,4.919008058
0.983663944,0.026079927,4.466590708
0.985788249,0.023683627,4.035389121
0.982881855,0.029646835,3.650133714
0.971334502,0.051253852,3.330953809
0.931513827,0.124810458,3.120826749
0.734930257,0.456396393,3.147103049
0.036622197,0.578397677,3.536087438
0.693047057,0.10045996,3.51145235
0.862359371,0.241856373,3.416218264
0.402125257,0.815269822,3.663098993
0.116511799,0.181368443,3.987430746
0.90327832,0.150125242,3.841440077
0.781863867,0.363123769,3.862559754
0.19732076,0.807226788,4.26161114
0.477112919,0.153521084,4.469318409
0.882064064,0.190876263,4.368036112
0.771872029,0.361593436,4.438295287
0.359646006,0.734298114,4.841852796
0.385973358,0.263852395,5.239897395
0.846333105,0.225043019,5.268038085
0.837106493,0.243417957,5.306560232
0.815561332,0.272172647,5.390655877
0.78391376,0.31142053,5.538852974
0.745526011,0.353059542,5.76373113
0.720686644,0.370525981,6.052551672
0.749351441,0.325825105,6.336936793
0.844049911,0.206193093,6.4658129
0.942746517,0.076736209,6.243208654
0.984765272,0.021137207,5.714267741
0.99510203,0.007226253,5.117988291
0.997640895,0.003699663,4.55756903
0.998273521,0.002855772,4.052348685
0.998140936,0.00321813,3.602536176
0.997163841,0.005103,3.205271099
0.994069268,0.011024967,2.859668404
0.983314695,0.031843306,2.573908499
0.934962838,0.125568347,2.390687103
0.582747445,0.698006748,2.463663555
0.014571285,0.293206569,2.757847976
0.821991553,0.095691172,2.639055512
0.760218747,0.431553775,2.626906196
0.021049006,0.595292135,2.958389913
0.527568915,0.082353637,2.933018813
0.856912887,0.261253971,2.83991169
0.179528508,0.951713377,3.105112878
0.146775009,0.110229748,3.276456722
0.904254314,0.164724258,3.123202968
0.600765588,0.639997195,3.240270361
0.035881943,0.319497228,3.621479031
0.874507537,0.116438166,3.501906004
0.817117414,0.317126609,3.465071021
0.195230704,0.869730465,3.807840422
0.325617013,0.127751328,4.000577396
0.894541328,0.176750666,3.862821604
0.719004005,0.453289634,3.951592477
0.10677323,0.656065136,4.410523395
0.726573014,0.150658649,4.499158423
0.869529917,0.211600914,4.422231275
0.736375038,0.408713832,4.540342761
0.289158476,0.721634345,4.995919814
0.530993854,0.253259976,5.340376548
0.841067184,0.233104928,5.382718564
0.839573258,0.237099496,5.425962269
0.83923383,0.236491492,5.473720791
0.845507723,0.226629978,5.512011668
0.861596697,0.203326614,5.516001907
0.887436332,0.166565156,5.451995811
0.917167453,0.124237745,5.290726848
0.942007551,0.088808055,5.030702541
0.957129847,0.067521027,4.706042879
0.962662885,0.060722125,4.364795833
0.958659645,0.069362368,4.049780507
0.938780268,0.105315376,3.803989172
0.869867361,0.224660926,3.70174254
0.540729726,0.675624548,3.9090502
0.087641447,0.293794932,4.33578609
0.886672378,0.150794633,4.241205842
0.833816674,0.273188233,4.214460074
0.531055997,0.651327701,4.487039332
0.159086736,0.353354851,4.970292198
0.852642733,0.198199391,4.985648971
0.843088922,0.241699377,4.989791501
0.772155562,0.34055339,5.115185049
0.599483301,0.527777245,5.451691057
0.392982598,0.547357705,5.990712459
0.663323231,0.356043409,6.401404542
0.829328829,0.220981861,6.575923819
0.940106925,0.07911966,6.374157842
0.985504333,0.019809593,5.833091827
0.995775503,0.00615579,5.219424859
0.998127996,0.002906866,4.644578625
0.998723695,0.002094272,4.12723766
0.998707444,0.002222823,3.666640176
0.998132209,0.003342675,3.258936512
0.996285656,0.00687594,2.901382065
0.990096369,0.018855493,2.59670836
0.964474601,0.068947592,2.367961241
0.808733143,0.358342397,2.315201262
0.02272256,0.728235958,2.598823241
0.272705149,0.0762695,2.618658005
0.873921361,0.233864996,2.510473314
0.176131457,0.99201819,2.735776636
0.08445022,0.112225274,2.901016586
0.906778526,0.157078104,2.751587873
0.538694711,0.732872731,2.870039544
0.027417426,0.252083292,3.191172154
0.883747545,0.112114573,3.05157574
0.766220441,0.410230009,3.048939403
0.041816274,0.667774775,3.418962718
0.576656641,0.095305868,3.427745
0.871731812,0.227012266,3.318357364
0.425476852,0.805811142,3.543318839
0.092540671,0.188597932,3.871636011
0.904900028,0.143954325,3.722163971
0.779023516,0.370910689,3.739521265
0.156541473,0.80022992,4.140211588
0.512363419,0.138787325,4.302752266
0.883503311,0.19185082,4.191838068
0.740622515,0.411351148,4.285022463
0.216751042,0.738894083,4.737939538
0.588740527,0.200160988,4.987362601
0.861047844,0.213684447,4.957663548
0.815009196,0.282777394,5.011670875
0.697407429,0.432933541,5.236217106
0.44806257,0.606511871,5.706816634
0.504219625,0.416968449,6.211943015
0.770801208,0.287132006,6.489743927
0.893629426,0.140473575,6.485458734
0.970150301,0.040093627,6.082445465
0.992216137,0.011024712,5.486187733
0.997136709,0.00432775,4.892423613
0.998378233,0.002599633,4.350497824
0.998614222,0.002336025,3.865888719
0.998281417,0.003023681,3.435809762
0.997021975,0.00543345,3.056994347
0.99300803,0.013152732,2.729541114
0.978014048,0.042349291,2.466107406
0.902113397,0.188629527,2.327921724
0.283360751,0.982475931,2.498299873
0.037556549,0.144830711,2.70136912
0.905632952,0.133279925,2.554849406
0.590828574,0.679723653,2.635022151
0.01783046,0.298500003,2.949188068
0.839556473,0.099525055,2.826978947
0.774512692,0.403290283,2.809572537
0.031629162,0.663679302,3.15469967
0.509621987,0.087012455,3.155522818
0.868858382,0.236358431,3.048675984
0.312679033,0.90114105,3.289300047
0.107117531,0.142042723,3.540091822
0.908032556,0.149210467,3.380822818
0.707263181,0.487684653,3.444813631
0.047422449,0.539887194,3.866584873
0.773431276,0.115293681,3.839529162
0.861522413,0.237278744,3.752572854
0.513779392,0.698614238,3.981353855
0.103552276,0.273000025,4.401226928
0.88799275,0.156452393,4.30551534
0.830937511,0.27610237,4.286903434
0.542375709,0.636101501,4.560794586
0.1658144,0.379849931,5.057133537
0.842084558,0.207465086,5.102207362
0.843392168,0.238469686,5.114580639
0.796607889,0.303650956,5.213873879
0.697223803,0.42345218,5.462843577
0.529411312,0.547423695,5.908883569
0.53286917,0.455634644,6.424048405
0.750143454,0.298408856,6.764320508
0.906699161,0.119179082,6.735890555
0.980330675,0.025670873,6.240859239
0.995726824,0.005954474,5.591797681
0.998583066,0.002119389,4.973573075
0.999253629,0.001187279,4.416624265
0.999397886,0.001008979,3.920511569
0.999288586,0.001245825,3.480210976
0.998819148,0.002146781,3.090643089
0.997343713,0.004985297,2.748332331
0.992111688,0.015203226,2.454762699
0.969034665,0.060789598,2.22993451
0.821649505,0.338958298,2.167546719
0.022135712,0.762868431,2.430560217
0.200668107,0.075888639,2.461132747
0.878267026,0.226506649,2.351920248
0.160531225,1.009314814,2.563572995
0.068082481,0.112199036,2.718944565
0.906393061,0.155511651,2.574388784
0.498840607,0.787072821,2.695198777
0.024718717,0.226855325,2.986279165
0.885860928,0.111971558,2.844204527
0.733224501,0.467834711,2.858805001
0.024366148,0.540532471,3.218881551
0.661459168,0.090679884,3.17436396
0.852004434,0.265738689,3.088159487
0.229708326,0.922320459,3.365734556
0.167312609,0.122307595,3.572244395
0.904206706,0.161826335,3.416982848
0.675308285,0.530540932,3.508314723
0.04663813,0.468139587,3.936542637
0.823394287,0.12056958,3.882832275
0.853733415,0.249275869,3.809326678
0.491146002,0.715123468,4.057563953
0.121545429,0.259666965,4.472185324
0.887318598,0.162143396,4.379229325
0.829429124,0.276629096,4.36734314
0.562196263,0.612281478,4.63718835
0.172184816,0.42151277,5.149085544
0.825762726,0.21926211,5.235887738
0.842918972,0.235884285,5.259961611
0.820481586,0.266756673,5.330486025
0.783225068,0.314366305,5.473437798
0.728624519,0.375557349,5.714280522
0.674299994,0.419851938,6.056112449
0.683449101,0.38885341,6.435707305
0.792292039,0.262473242,6.694252848
0.923729186,0.098866246,6.584238373
0.983156579,0.022424466,6.061716768
0.995847758,0.005902673,5.426792591
0.998435253,0.002380083,4.827431806
0.999076025,0.001490397,4.287814477
0.999175578,0.001397659,3.807195044
0.998935135,0.001883085,3.380943761
0.998086193,0.003507923,3.004711346
0.995368663,0.008750595,2.676775657
0.985178507,0.028696732,2.404374561
0.935250595,0.126546559,2.229953803
0.538676847,0.760712031,2.309884676
0.013118955,0.263148369,2.577281274
0.827848371,0.096394209,2.456340407
0.727762915,0.488549242,2.459788086
0.014085831,0.498561048,2.776463662
0.587803792,0.080342373,2.720420681
0.83528998,0.303317205,2.648585847
0.07232142,0.887492084,2.937349123
0.219814573,0.089609687,3.0275741
0.893182055,0.191651545,2.891647068
0.435580117,0.828743125,3.066805978
0.049863834,0.188010062,3.363427869
0.906335217,0.129291994,3.207671661
0.73752871,0.44952747,3.236510435
0.042455517,0.599074393,3.633290128
0.692149661,0.10395636,3.620682804
0.86591339,0.233859407,3.52214452
0.460497039,0.762103944,3.753468079
0.101069679,0.216294141,4.119837919
0.899553135,0.148574056,3.986909322
0.805922627,0.322501542,3.986645234
0.324622957,0.798129133,4.343517424
0.310950701,0.192355857,4.667433507
0.880692432,0.186351675,4.583025631
0.811697743,0.297829351,4.613065695
0.570776984,0.587969072,4.90723261
0.225244366,0.479399361,5.441990728
0.780620537,0.261506689,5.636030373
0.836059912,0.235100931,5.710741092
0.871708223,0.185001749,5.705148248
0.917425244,0.120520066,5.555458707
0.954177858,0.06834916,5.243572625
0.973903716,0.040300426,4.830401565
0.981792348,0.029313004,4.393902304
0.982981249,0.028544951,3.981138456
0.978110838,0.038074593,3.617463873
0.960809379,0.070167202,3.329247808
0.897359632,0.185463849,3.178907877
0.538219912,0.709473528,3.334920028
0.047736083,0.257580904,3.701124557
0.895593656,0.126024565,3.563589505
0.800978383,0.341339438,3.548084481
0.165522307,0.842498162,3.916331603
0.411367774,0.127806872,4.085088479
0.890013954,0.184040821,3.956430146
0.717383941,0.451987923,4.054290138
0.122998784,0.666898199,4.519726275
0.71810967,0.16130898,4.634965795
0.867737242,0.211705702,4.568365745
0.761114983,0.369934774,4.669445574
0.408824844,0.690983328,5.079310753
0.377587835,0.327936608,5.539386581
0.817426482,0.253343846,5.657203097
0.845961679,0.221451766,5.711169092
0.885650592,0.165563022,5.666368109
0.929892147,0.102985036,5.466580055
0.961211936,0.058452992,5.118443645
0.976634624,0.036551622,4.694819632
0.982168178,0.029082448,4.265051404
0.981584296,0.031247288,3.86767355
0.973777851,0.046041754,3.526509834
0.947580594,0.094353816,3.275245026
0.840254768,0.284448171,3.203831969
0.208608365,0.908282623,3.505067402
0.218758311,0.120576652,3.701219061
0.901011954,0.167854604,3.550349686
0.683827889,0.513581602,3.645321469
0.056635178,0.507149063,4.087597311
0.811969276,0.127408145,4.06042866
0.859735577,0.235986615,3.983274432
0.57855461,0.619566762,4.196908024
0.106240729,0.376638622,4.67219108
0.862552014,0.170496712,4.648972579
0.847415423,0.243008714,4.622102247
0.704124687,0.442383308,4.795926385
0.30316755,0.677052244,5.283412919
0.57684313,0.295388947,5.658687836
0.820627848,0.252324013,5.77281468
0.859365463,0.200556245,5.804914712
0.911299078,0.127875739,5.683284588
0.954257052,0.06729411,5.372364918
0.976595566,0.035678649,4.938553769
0.985307127,0.023415682,4.475384272
0.987459842,0.020883616,4.035416803
0.985095966,0.025816526,3.641644753
0.975344801,0.044134717,3.311316376
0.942233684,0.105676438,3.080761288
0.786252124,0.37779091,3.06113379
0.055657329,0.743842011,3.420999733
0.491312089,0.095997773,3.463819517
0.879909735,0.211932402,3.3430438
0.486586143,0.751462348,3.541652378
0.072503457,0.224317801,3.902822926
0.901657106,0.138162282,3.761743698
0.798658523,0.339708695,3.758499935
0.218838818,0.832363655,4.132299607
0.397549374,0.148837031,4.355090586
0.887285077,0.183703369,4.239955689
0.766972346,0.372697865,4.306298662
0.295631951,0.760079093,4.72344107
0.451150679,0.221712535,5.053330578
0.859547964,0.212646359,5.034959061
0.826596806,0.264264999,5.0745407
0.745306402,0.372185644,5.246568926
0.56740053,0.54406602,5.629322907
0.439568441,0.510557824,6.167245029
0.693010968,0.344520144,6.562852455
0.855766307,0.185418829,6.686974077
0.959562751,0.052842949,6.369237835
0.991139203,0.012141384,5.766440296
0.997366475,0.003866712,5.142586191
0.998773642,0.001918959,4.570801909
0.99911877,0.001455965,4.059182278
0.999062301,0.001622309,3.604458367
0.998582755,0.002549797,3.201957936
0.997067261,0.005454648,2.848300715
0.991914765,0.015461118,2.54488688
0.97034356,0.057847261,2.31061801
0.840971675,0.302993463,2.23312583
0.037600062,0.856590242,2.488764945
0.154915821,0.081717589,2.550518652
0.889029744,0.203253589,2.428956021
0.255767523,0.985795177,2.618628122
0.050411739,0.133766516,2.816155365
0.908149695,0.140764154,2.666073253
0.585381305,0.681325352,2.756420904
0.020996103,0.292758652,3.081630879
0.855621301,0.103527112,2.95511984
0.779685503,0.391474649,2.937433932
0.041306165,0.700655483,3.29145221
0.507018066,0.09116584,3.310111996
0.874438948,0.224019633,3.196364977
0.400522756,0.834288944,3.418582213
0.088447148,0.174340614,3.72387476
0.907003003,0.142677765,3.568536916
0.758537982,0.406448904,3.598521611
0.092816073,0.725943278,4.012883953
0.622790229,0.123743451,4.092615842
0.878801091,0.203797131,3.983507505
0.670422538,0.512705875,4.126630357
0.102297724,0.551606386,4.611892707
0.80205734,0.165581395,4.668528005
0.860105957,0.223089031,4.618574787
0.746246576,0.388242448,4.743131251
0.389823067,0.687835699,5.174941287
0.424497225,0.328760408,5.627033549
0.812385724,0.259101059,5.761123335
0.850725429,0.212477284,5.813570155
0.901948715,0.140927284,5.724974399
0.948373385,0.075548468,5.444524409
0.974160945,0.03908456,5.02325168
0.984592318,0.0243506,4.558654663
0.987624395,0.020451763,4.111153568
0.98616228,0.023812001,3.706880303
0.97845587,0.038367027,3.362216381
0.952847545,0.086083806,3.106740986
0.842461925,0.284251058,3.029875376
0.167344045,0.923213472,3.324966014
0.210965506,0.109781116,3.490104273
0.900722522,0.171252585,3.339583023
0.628032785,0.595679194,3.457743926
0.043716692,0.371787045,3.871275318
0.863971508,0.122078494,3.776657771
0.837553717,0.277803357,3.723383735
0.37566242,0.804611788,4.020497834
0.18891312,0.187390855,4.356162766
0.893786613,0.166507428,4.235551442
0.802381623,0.321124331,4.255276497
0.408219298,0.735738626,4.60660328
0.27318486,0.259825549,5.021071262
0.860849441,0.205415248,5.006905893
0.834237646,0.254043378,5.029840505
0.756411054,0.359734635,5.181853278
0.576037658,0.542589387,5.548073401
0.414415105,0.522929646,6.089035705
0.684796261,0.347918184,6.486184983
0.844992029,0.200262047,6.630975684
0.951866243,0.063268764,6.362781697
0.988953872,0.015133929,5.785277531
0.996723615,0.004800037,5.166253713
0.998495908,0.002347984,4.594112873
0.998936428,0.001753423,4.081010316
0.998885592,0.001924314,3.624678857
0.998339214,0.002982819,3.22082408
0.996605297,0.006303946,2.866442249
0.990729769,0.017699438,2.563842698
0.96609852,0.065978674,2.334977621
0.815274249,0.347777635,2.277236803
0.023765394,0.749845477,2.553935762
0.242194305,0.076441815,2.5806973
0.876660413,0.228830611,2.470518233
0.18116213,0.996968272,2.689257801
0.076509255,0.114174939,2.856299854
0.907135496,0.154928263,2.707462543
0.536313333,0.7379981,2.823414684
0.026045877,0.250515939,3.139248168
0.882086334,0.11109884,3.000012046
0.761534436,0.419098621,2.999261584
0.036816325,0.644165936,3.366795312
0.58910766,0.093605232,3.364237198
0.868509763,0.23369505,3.258775483
0.384122012,0.840735851,3.495153538
0.103524325,0.169031528,3.7968696
0.906233321,0.146580689,3.642741543
0.760093682,0.401793426,3.67558859
0.107513281,0.74160802,4.092810035
0.611024434,0.12968926,4.193478563
0.879427307,0.200952501,4.086197485
0.698842469,0.471692076,4.213086394
0.134570595,0.639869563,4.6960343
0.740711216,0.178229938,4.826294052
0.861542817,0.21737622,4.783108656
0.784000682,0.331331323,4.871672742
0.557305788,0.581402973,5.210344688
0.304494845,0.49760035,5.755811742
0.739167083,0.304230914,6.044217233
0.835553469,0.224565128,6.162119163
0.916020541,0.116260647,6.045971944
0.969310015,0.043431387,5.647003175
0.988580851,0.016942225,5.114057712
0.994244274,0.009025451,4.579135718
0.995756305,0.007004116,4.086124673
0.995459957,0.007834518,3.644697191
0.993141381,0.012293491,3.257085537
0.985706772,0.026437972,2.929160485
0.958753326,0.077979775,2.686953456
0.817669963,0.335628133,2.629731106
0.045818888,0.807590636,2.934561948
0.294099107,0.084427853,2.98775126
0.884492899,0.209472834,2.862790729
0.356839022,0.892115888,3.065492122
0.066831785,0.155927207,3.326477261
0.909423217,0.138490978,3.167116203
0.700932798,0.504619571,3.222251507
0.034506753,0.495180672,3.621998762
0.775957189,0.105989894,3.56660032
0.852353153,0.257778397,3.48640386
0.369213652,0.830215187,3.756607069
0.148057506,0.171200433,4.067822603
0.901383742,0.156329631,3.924933771
0.779785498,0.363776582,3.953647598
0.218579595,0.801249728,4.356007228
0.470828025,0.164787941,4.588386089
0.879269337,0.192993623,4.498391487
0.787424277,0.335365628,4.558107158
0.459966467,0.677469579,4.921248092
0.286964219,0.344985863,5.404690166
0.823227368,0.243233289,5.505073128
0.841318379,0.231559292,5.555565143
0.860306335,0.204169207,5.566321459
0.890699038,0.161000682,5.496260224
0.924282759,0.113179195,5.31131983
0.950331188,0.075980198,5.01585058
0.964909746,0.055393862,4.656079062
0.969914934,0.049194524,4.285897396
0.96640745,0.056814234,3.94637622
0.949144357,0.088415397,3.675146439
0.889280734,0.194263672,3.53803903
0.598083318,0.622314818,3.693166626
0.059670009,0.346407415,4.122292328
0.877319675,0.135439344,4.030930866
0.838985868,0.269892463,3.985836934
0.47708514,0.713746984,4.263363546
0.155847327,0.268406271,4.690764553
0.878173308,0.176765598,4.626882551
0.833957024,0.263796499,4.622957796
0.656575992,0.498935015,4.845117747
0.246213062,0.616742071,5.368625265
0.690342429,0.27822413,5.666906494
0.827306495,0.24506558,5.765054563
0.866395399,0.191160464,5.77826113
0.917053953,0.120075017,5.633962091
0.956911706,0.063749958,5.308665605
0.977160668,0.035048695,4.87388421
0.984957621,0.024122606,4.41716069
0.98652088,0.022565982,3.98637469
0.983221868,0.029183526,3.603702782
0.970933695,0.052169576,3.288778821
0.927916037,0.131693329,3.086776006
0.706823137,0.499141573,3.132686985
0.03130624,0.499852523,3.523060115
0.758415839,0.102084561,3.46708323
0.851236562,0.261577643,3.386277368
0.327077159,0.861622228,3.662348744
0.159055878,0.153312692,3.94107098
0.902908704,0.157310094,3.791705835
0.756629582,0.402166881,3.837602977
0.133620167,0.75013933,4.264787779
0.608704441,0.14370039,4.400291586
0.877774975,0.199891537,4.303503761
0.741643756,0.40593233,4.405014874
0.256959782,0.736420632,4.856264149
0.54962773,0.224723796,5.157222555
0.852750628,0.221488019,5.158745378
0.82877125,0.257948947,5.204530782
0.778036248,0.325425831,5.342659251
0.682576747,0.43288156,5.624939375
0.558203083,0.514549021,6.071721523
0.593277686,0.432757036,6.557759045
0.778276703,0.269055339,6.862937967
0.929576577,0.089325238,6.737511467
0.98673518,0.017352261,6.170728951
0.997058833,0.004133314,5.511308724
0.998969913,0.001553666,4.897969323
0.999426146,0.000919498,4.348154488
0.999512546,0.000821929,3.859061528
0.9993967,0.001062137,3.42516934
0.998956278,0.001906206,3.041263661
0.997564455,0.004589281,2.703766699
0.992531002,0.014445771,2.413927746
0.969866597,0.05934486,2.191179442
0.822516925,0.338272201,2.128305471
0.021054323,0.761867571,2.387151196
0.190815096,0.075575821,2.417346175
0.87817066,0.226976764,2.309228545
0.150023352,1.01250884,2.519411228
0.066315645,0.110851462,2.66920034
0.905932386,0.15642719,2.526512458
0.481862828,0.80790066,2.6499375
0.024510933,0.217901357,2.931329734
0.887538842,0.112736155,2.78857174
0.720860139,0.488508005,2.809357908
0.021621748,0.504588581,3.164942516
0.685934983,0.090245599,3.107387419
0.844664979,0.279675469,3.028970807
0.177933905,0.92649787,3.319536796
0.199056543,0.111598933,3.491968513
0.901602781,0.169217686,3.340268969
0.634996139,0.586815618,3.45391452
0.043207004,0.38298422,3.86895955
0.859466144,0.121305691,3.77843538
0.839542301,0.274545643,3.722416522
0.385533256,0.799152825,4.014689402
0.180197946,0.191289493,4.356641505
0.893899868,0.165584965,4.236503316
0.804368644,0.31812837,4.253505359
0.415839611,0.731887963,4.600397104
0.263909795,0.263833549,5.020036021
0.860650169,0.205072663,5.007063915
0.834789063,0.253244398,5.02895584
0.757722519,0.358073831,5.1790401
0.578768905,0.540623345,5.542523989
0.413555111,0.525371031,6.083181816
0.682167053,0.349346045,6.482868949
0.843483599,0.202120985,6.631268269
0.951083066,0.064286871,6.368054697
0.988775942,0.015367169,5.792264711
0.996685647,0.004852011,5.172966268
0.998486033,0.002361837,4.600185718
0.99893439,0.001755794,4.086428523
0.998888099,0.00191907,3.629487319
0.998349113,0.002963838,3.225068492
0.996636849,0.00624321,2.870139299
0.990844908,0.017474771,2.566907775
0.966637017,0.064922904,2.336931459
0.819251934,0.340803114,2.27621933
0.025458303,0.766146503,2.55060766
0.228645345,0.077038082,2.58266233
0.878710088,0.224716743,2.470455156
0.193466009,0.996699001,2.685000849
0.071990922,0.117047195,2.857789487
0.907602387,0.152572888,2.708311355
0.54640213,0.72631594,2.819833939
0.025175337,0.258344936,3.138821098
0.878412459,0.109826756,3.001674507
0.765948326,0.41209671,2.997311478
0.038456223,0.659268306,3.362940066
0.571804178,0.093407454,3.366458044
0.870265507,0.230569786,3.258630942
0.395217206,0.833083291,3.490215341
0.098383572,0.173473416,3.797747942
0.906214273,0.145303179,3.644064289
0.763627255,0.396471681,3.673363954
0.11234551,0.752312247,4.08750101
0.595658126,0.129911377,4.195398194
0.880291279,0.199440251,4.086625346
0.702781285,0.46649359,4.209784138
0.137778219,0.649634142,4.690670708
0.732016761,0.178371416,4.82735549
0.862013181,0.216602956,4.78333491
0.785443944,0.329326944,4.869783343
0.561481104,0.578079056,5.204921105
0.302822457,0.502494675,5.750790929
0.736620852,0.305058889,6.042533036
0.834640315,0.225743465,6.162425657
0.915202218,0.11736891,6.049572901
0.968962123,0.043903293,5.653022655
0.988483158,0.017075936,5.12049973
0.9942207,0.009056643,4.585156391
0.995758161,0.006997149,4.091529046
0.995481011,0.007794481,3.649453975
0.993199555,0.012184369,3.261163395
0.985880395,0.026108663,2.932400715
0.959424012,0.076702505,2.688718582
0.821827806,0.328483958,2.62782262
0.049828961,0.825114391,2.929092868
0.276151268,0.085141731,2.989507061
0.886396891,0.205725802,2.862261254
0.371229872,0.882240131,3.059508834
0.062770479,0.161066166,3.326746838
0.909169163,0.136612501,3.167744508
0.707184117,0.495600445,3.218261391
0.035051758,0.510357265,3.617505315
0.764022159,0.105310624,3.567959142
0.854464174,0.254207516,3.484855243
0.380597265,0.823542049,3.749745681
0.14012534,0.175433461,4.067575222
0.9015529,0.155079396,3.924971482
0.782676951,0.359452366,3.950252018
0.226438144,0.804483666,4.348384258
0.455022549,0.165829827,4.587902663
0.879776605,0.192035249,4.497102758
0.789096088,0.333011596,4.554361526
0.464856843,0.674825931,4.913937208
0.28099566,0.348357856,5.399956055
0.822910174,0.243021567,5.501208149
0.841178117,0.231845718,5.551664865
0.859571518,0.205279787,5.563889732
0.889401063,0.162900861,5.497476623
0.92283992,0.115292133,5.317919626
0.949189335,0.077663251,5.027578295
0.964170639,0.056490826,4.671006755
0.969490073,0.049817074,4.302039903
0.966266173,0.056969535,3.962283161
0.949530522,0.087629775,3.689444414
0.891739907,0.189862936,3.548103264
0.614714986,0.602066184,3.69323121
0.057960656,0.371943012,4.128180467
0.870081496,0.134291417,4.046996458
0.843264881,0.262741939,3.995985872
0.501614407,0.692667654,4.260408745
0.141679705,0.290055614,4.702825272
0.875493463,0.176214465,4.648247524
0.837494159,0.257990333,4.639460278
0.673724503,0.47832485,4.846800784
0.267852499,0.642214972,5.360174595
0.651575354,0.287427519,5.692241372
0.823559463,0.248762918,5.801684007
0.866102081,0.190762499,5.818892234
0.919799413,0.11563309,5.666428798
0.9601834,0.058724182,5.323641973
0.979592789,0.031276698,4.873146081
0.986775974,0.021211616,4.406078424
0.988207039,0.019765505,3.96820938
0.98531001,0.02559604,3.579181183
0.974514936,0.045854326,3.255794432
0.937121622,0.115407549,3.037606597
0.750475453,0.435375979,3.047319053
0.035653444,0.613498315,3.422987977
0.634871574,0.09580006,3.409441012
0.865390757,0.238395805,3.308641099
0.382316101,0.837728053,3.551627253
0.111416085,0.169632742,3.856238088
0.905401082,0.148436913,3.703946175
0.765013841,0.392542279,3.735410528
0.126762657,0.76337161,4.150910415
0.583208692,0.135408346,4.277819099
0.880423922,0.19770826,4.171518212
0.723122714,0.436005858,4.281791188
0.181507059,0.706192808,4.751671453
0.658289069,0.193254767,4.957357578
0.860553007,0.215610609,4.925588791
0.807554197,0.294187485,4.989590011
0.669076963,0.466074866,5.242549847
0.397038696,0.608770725,5.746637215
0.5680082,0.381372,6.210995222
0.79329891,0.26639343,6.44341687
0.9051866,0.126414726,6.391923214
0.972789921,0.03698791,5.966921734
0.992330339,0.011003121,5.377732076
0.996930839,0.004690022,4.796591263
0.998124733,0.00303338,4.266626205
0.998287001,0.002909449,3.792835361
0.997746391,0.003989898,3.372847231
0.995881053,0.00755374,3.004358115
0.98981864,0.019226468,2.69009786
