x,y,z
0.918048858,0.10553741,6.651337734
0.982414664,0.023212705,6.135400493
0.995893619,0.005790307,5.493444971
0.9985313,0.002218997,4.886141887
0.999171842,0.00132843,4.339410547
0.999290435,0.001197374,3.852466336
0.999115737,0.001557646,3.420461082
0.998460849,0.002812046,3.038683068
0.996384335,0.006813663,2.704525045
0.988787781,0.021673485,2.422271323
0.953353847,0.091471429,2.22286343
0.697511619,0.543595108,2.234711586
0.009872392,0.434012552,2.524294214
0.59524569,0.077590698,2.453755754
0.811942472,0.349467396,2.400226225
0.02798097,0.7549525,2.689530701
0.275492562,0.078356407,2.718758244
0.877490888,0.225878691,2.605357484
0.224196198,0.977556822,2.82541835
0.079113804,0.12165141,3.015632339
0.908395989,0.150925777,2.861765934
0.59083491,0.665038066,2.963719578
0.026635102,0.299870599,3.312242434
0.867779522,0.108815747,3.18516095
0.795851796,0.359334703,3.16024029
0.077861509,0.795575988,3.518873823
0.449729117,0.101209542,3.594599777
0.885443774,0.200035967,3.466343742
0.561210316,0.667953412,3.637252555
0.061816977,0.294933202,4.044971503
0.889372308,0.135554127,3.9308236
0.82659578,0.291781333,3.899401215
0.385640043,0.782440775,4.214576163
0.21701253,0.206075283,4.57399571
0.885835115,0.176194796,4.47883325
0.816348116,0.293767513,4.494174857
0.549995274,0.614937218,4.788678756
0.203929134,0.428727274,5.308855479
0.810826106,0.239014458,5.436431933
0.839960123,0.235054558,5.48393198
0.848460115,0.222292061,5.516483294
0.867039687,0.195578701,5.507302594
0.894482012,0.156565158,5.422124317
0.923730499,0.114890593,5.236277669
0.946417105,0.082562147,4.957259101
0.959138891,0.064838661,4.62492918
0.962500838,0.061452922,4.286885044
0.955680119,0.074858056,3.984620412
0.92906601,0.122490739,3.764740653
0.83232511,0.286671222,3.718013291
0.346889983,0.819415914,4.027933811
0.214711843,0.176624795,4.344093717
0.893575328,0.168811651,4.221691734
0.795755928,0.331371175,4.249609856
0.379140179,0.749768128,4.615792419
0.308171743,0.24444569,5.008331469
0.862406229,0.205487734,4.987033079
0.831661042,0.258253584,5.013300486
0.74575343,0.374004573,5.178163225
0.545429673,0.565693587,5.56913665
0.415995353,0.496997191,6.111687781
0.711924478,0.331443679,6.475781231
0.857292961,0.185947213,6.585525702
0.956267191,0.057863989,6.286606004
0.989567373,0.014423996,5.706296181
0.996719196,0.004846657,5.094899024
0.998407896,0.002502748,4.531071
0.998817171,0.001961384,4.025583446
0.99870527,0.002246578,3.576177128
0.997993922,0.003617662,3.178862324
0.995751292,0.007916228,2.831375879
0.987979749,0.023005227,2.53831127
0.953937403,0.089580056,2.330150524
0.724513051,0.498176447,2.331070734
0.011778981,0.485663879,2.633102056
0.558704426,0.077567067,2.575670064
0.829473778,0.316294383,2.508530972
0.048478139,0.845582729,2.793879695
0.226394094,0.084001036,2.8587884
0.888180516,0.203313822,2.731491474
0.342272045,0.912664082,2.925281316
0.058112739,0.152430798,3.172018245
0.909330737,0.136866156,3.01413933
0.676701017,0.544794141,3.076655643
0.027557883,0.428900953,3.458953207
0.802840045,0.102998276,3.375562405
0.837259751,0.286884599,3.310611108
0.230021791,0.895197185,3.617254501
0.227494165,0.127635238,3.830941781
0.90031613,0.167332803,3.682132943
0.710911163,0.471297728,3.764440199
0.075932742,0.600973409,4.213574839
0.761071902,0.134467452,4.243478206
0.868114238,0.218848811,4.15839167
0.66730379,0.508688755,4.321080841
0.131222567,0.576886413,4.820524933
0.782225469,0.18840273,4.932025211
0.855626768,0.224165679,4.907536563
0.790463168,0.318494495,4.997486948
0.618339728,0.518074305,5.301228893
0.355268071,0.571632754,5.838508329
0.654658358,0.348896736,6.239656686
0.818281399,0.238899377,6.42063707
0.922089955,0.10460887,6.297260262
0.977833088,0.0305084,5.830425941
0.9932312,0.009858456,5.24259593
0.997006303,0.004637062,4.674375621
0.997989861,0.003289046,4.158312196
0.998001322,0.00342756,3.697651971
0.997163343,0.005062971,3.290153755
0.9944446,0.010256378,2.93465687
0.985306604,0.027885189,2.637589475
0.946523972,0.103065601,2.434195067
0.688481847,0.549742748,2.458909
0.013002896,0.422153015,2.773474043
0.682959762,0.083901586,2.693048705
0.814943074,0.339221954,2.639169477
0.044605634,0.799600571,2.94641101
0.304922771,0.084359065,2.996653311
0.883602432,0.211097013,2.872653607
0.353494965,0.893505154,3.077681938
0.068819021,0.154712906,3.33780798
0.909457104,0.139193277,3.178309777
0.700751365,0.504465349,3.234272753
0.035025704,0.496071691,3.635269474
0.77702781,0.106478111,3.58059496
0.85272244,0.25688868,3.500204755
0.376256966,0.824814205,3.768941524
0.145679965,0.174468898,4.085479528
0.901105186,0.156146708,3.943804137
0.783014152,0.358394024,3.969862075
0.233751703,0.803405817,4.367410434
0.448817866,0.168965349,4.6147924
0.879154716,0.192417976,4.526747313
0.792675168,0.326990562,4.581218225
0.487905596,0.657343632,4.9297875
0.265730932,0.373948699,5.431556733
0.814904298,0.24841965,5.554361149
0.840788236,0.231011315,5.610582645
0.866461244,0.194394542,5.610490148
0.903265802,0.142238729,5.504377498
0.93856395,0.091957316,5.263194148
0.961812413,0.058782293,4.913779575
0.97290015,0.043243923,4.518713439
0.975506502,0.040588881,4.130967495
0.97033066,0.050896795,3.785345398
0.950436399,0.087370037,3.516495435
0.87845132,0.21526363,3.396037462
0.489363873,0.745330878,3.598868794
0.076382376,0.22850098,3.96687079
0.900638027,0.140013423,3.829277306
0.803612053,0.330237692,3.823443151
0.258028765,0.827991691,4.188544568
0.356811647,0.160989198,4.447495418
0.886658125,0.182406011,4.338113263
0.784790047,0.344016613,4.389103916
0.388095862,0.730827739,4.770193807
0.331973455,0.269541448,5.185172366
0.849471133,0.220019795,5.205088115
0.83670245,0.245565138,5.239149096
0.803107438,0.29103226,5.339300729
0.744251237,0.362888029,5.542417685
0.657671007,0.446286536,5.879530449
0.605648008,0.460374677,6.321075519
0.698458985,0.354845668,6.721243179
0.861873609,0.174270484,6.845448177
0.967464798,0.04171486,6.471830112
0.993705472,0.008532757,5.83059105
0.998247302,0.002556835,5.190857966
0.999218266,0.001217545,4.610263843
0.999456853,0.000894143,4.092243432
0.999438076,0.000969377,3.632113176
0.999171244,0.001487604,3.224424545
0.998323495,0.003112757,2.864705933
0.995491541,0.008613701,2.551414388
0.984124478,0.031027687,2.2929321
0.923642915,0.149905707,2.138121327
0.400975356,0.911830195,2.255992308
0.017575809,0.193778697,2.48175866
0.877429642,0.110720334,2.349139646
0.644783677,0.616024703,2.392243673
0.012054805,0.359217029,2.692666276
0.740905946,0.086816633,2.594955263
0.789188656,0.38512789,2.560438971
0.025660118,0.685359311,2.876075588
0.399933704,0.08024867,2.882152619
0.869380867,0.239341834,2.775537647
0.22603549,0.958622259,3.01533745
0.104612577,0.120129276,3.211122065
0.907579957,0.154983158,3.054802036
0.620373513,0.61863398,3.155113316
0.031304482,0.341256312,3.533420853
0.860859066,0.111515522,3.420031429
0.819486873,0.315220111,3.377582076
0.178606283,0.876885942,3.715498156
0.31852822,0.121424383,3.893000089
0.895282131,0.17710844,3.752244236
0.69705684,0.487576201,3.852194635
0.079211183,0.575744185,4.311636921
0.783466902,0.141158428,4.339315969
0.86561006,0.221063231,4.262629618
0.683483791,0.483868449,4.420807116
0.163356338,0.630436763,4.920311484
0.736460418,0.205726706,5.095912448
0.85235537,0.22509034,5.090329092
0.814533578,0.279736365,5.156580628
0.731389828,0.386073274,5.356240854
0.568890115,0.533736372,5.75356956
0.483506142,0.497386233,6.281227666
0.700861624,0.340326757,6.679236004
0.870500166,0.164945655,6.772468147
0.968661875,0.040577214,6.386826302
0.993549008,0.008831136,5.753619345
0.998090479,0.00280814,5.123495973
0.999101701,0.001408328,4.551217107
0.999346179,0.001082213,4.040425851
0.9992954,0.00122105,3.586730198
0.998922571,0.001941361,3.184983771
0.997748185,0.004194193,2.831249182
0.993751493,0.011967355,2.525477917
0.977155882,0.044681184,2.281512664
0.881852565,0.228994269,2.169419835
0.117286509,1.017643808,2.37446884
0.060540785,0.106899182,2.506712024
0.904288611,0.159424191,2.370496217
0.424881195,0.874042215,2.500836749
0.023710918,0.194064705,2.751588473
0.890900778,0.115366516,2.609277724
0.677443419,0.559236192,2.648475625
0.016370575,0.408768345,2.983202222
0.745409876,0.09007354,2.894578038
0.817530871,0.330422304,2.841229399
0.067629659,0.83784527,3.16022934
0.318004668,0.091217955,3.236383607
0.888584182,0.198799474,3.103895224
0.468036552,0.784805637,3.286534848
0.058036748,0.206254943,3.615711633
0.904757954,0.131777234,3.464036731
0.771582039,0.389853497,3.475250145
0.09036747,0.75220371,3.872671284
0.570958868,0.116398399,3.953649921
0.881533092,0.20144681,3.836474937
0.645226375,0.550908248,3.986364006
0.080537171,0.468275382,4.458956836
0.83991063,0.152234662,4.450118565
0.856405686,0.233439072,4.395515673
0.680478291,0.481637944,4.570008432
0.196364897,0.640214707,5.076075938
0.709916085,0.231078263,5.305055038
0.843827078,0.232185806,5.334496443
0.835009027,0.244672688,5.383033844
0.823718276,0.258914778,5.458681767
0.813547032,0.270452725,5.561312757
0.811243706,0.270421422,5.678744326
0.826752649,0.246603939,5.777037056
0.865886743,0.191599589,5.792623866
0.91758896,0.119121243,5.647124061
0.95781818,0.06232628,5.317103887
0.977927006,0.033846183,4.877285369
0.985578635,0.023120423,4.416799015
0.987133406,0.021542193,3.983150608
0.984022554,0.027800378,3.597740577
0.972380648,0.049605637,3.2791293
0.931843604,0.124722925,3.070117747
0.726445658,0.470811951,3.1004065
0.032612706,0.547817429,3.486165555
0.711450827,0.099290421,3.448012356
0.857619235,0.251099034,3.358296466
0.353414444,0.850920606,3.619680945
0.135781109,0.16068996,3.911899535
0.904118444,0.153376252,3.76117509
0.761598122,0.395826701,3.799831323
0.134269984,0.76012149,4.220989569
0.59132928,0.140845185,4.357454886
0.879186384,0.198319877,4.256350721
0.736962025,0.41404674,4.359067664
0.231027056,0.732758177,4.816195899
0.584194339,0.212462764,5.086042494
0.85628882,0.218417088,5.073743775
0.822666768,0.268800188,5.123826377
0.745643131,0.369828172,5.300755638
0.586199825,0.525279044,5.674932377
0.463376826,0.516384042,6.204237009
0.678325778,0.355750112,6.6221581
0.853009088,0.1870051,6.761085315
0.9611118,0.050346108,6.434868009
0.991986448,0.010900699,5.81790137
0.997723759,0.003324413,5.185137727
0.99897683,0.001594407,4.607120485
0.999286164,0.001175461,4.090482393
0.999259503,0.00127762,3.631376869
0.998905602,0.001964521,3.224735781
0.997781268,0.004119235,2.866552532
0.994010375,0.01144006,2.556487908
0.978676646,0.04162086,2.30715594
0.893323208,0.207221521,2.183396214
0.177829648,1.029872543,2.369772135
0.044945788,0.121939429,2.529404254
0.905699214,0.145916742,2.389671836
0.492593081,0.804548262,2.498065102
0.01926317,0.228095428,2.769869924
0.873428227,0.107224223,2.634005289
0.714481427,0.503337718,2.652256759
0.017318383,0.479363267,2.99053546
0.671009671,0.086416825,2.925243816
0.835598175,0.298855306,2.85457023
0.106018656,0.906233866,3.153540552
0.234603518,0.097293355,3.271674433
0.896361695,0.182873476,3.12859996
0.535048632,0.715784175,3.281572208
0.045395195,0.253384817,3.64111338
0.895841067,0.124617566,3.501443645
0.796019809,0.350794156,3.488753054
0.137641045,0.829293076,3.862000251
0.444501239,0.121333666,4.002779623
0.888696055,0.1878985,3.874479199
0.691408665,0.490192117,3.989553649
0.093249894,0.583464939,4.460868121
0.783064393,0.152870224,4.512478772
0.864486674,0.219424604,4.445812475
0.723197055,0.425285953,4.581036755
0.271232553,0.70819541,5.051955166
0.574131662,0.253609189,5.380639883
0.838938491,0.235647749,5.429853027
0.841689356,0.232988169,5.472692331
0.849782239,0.220724211,5.50126725
0.867339136,0.195476109,5.490128438
0.893243643,0.158644469,5.407536277
0.921199455,0.118832224,5.230203056
0.943392441,0.087242658,4.963674567
0.956143045,0.06952594,4.644135361
0.959500682,0.066228661,4.31740463
0.952221743,0.080442802,4.025626916
0.9240034,0.130642849,3.817609948
0.821456178,0.30271517,3.787915743
0.320607608,0.822054899,4.119340499
0.260919354,0.173566332,4.423073919
0.890190257,0.174769641,4.308580469
0.795958405,0.328589172,4.342207055
0.414051396,0.724033826,4.702334335
0.286926816,0.276300524,5.131008168
0.852488033,0.214814085,5.143213837
0.836807783,0.24695904,5.171985753
0.791193009,0.3091274,5.285756147
0.701414452,0.415239331,5.538539616
0.564113785,0.520148007,5.967022623
0.557638288,0.457875998,6.469473649
0.745989806,0.301676944,6.821560017
0.908625179,0.115857736,6.790488721
0.981798754,0.02360275,6.279334906
0.996195045,0.005280344,5.621001145
0.998770188,0.001834077,4.997819886
0.999365038,0.001007719,4.437376167
0.999496314,0.000842455,3.938406132
0.999413491,0.001025504,3.495575361
0.99903896,0.001744949,3.103560621
0.99786394,0.004004941,2.758437215
0.993738033,0.012061661,2.460336773
0.97592092,0.047315623,2.224151554
0.868479667,0.254658514,2.125300181
0.068154359,0.969661671,2.346101399
0.080769494,0.094248356,2.446965771
0.899725652,0.175716565,2.317727981
0.336216949,0.950534598,2.471219209
0.030102864,0.161775037,2.691074924
0.901345745,0.125515152,2.546151195
0.622140818,0.639056877,2.610934484
0.016303689,0.331608981,2.930658538
0.810371075,0.095239062,2.818675176
0.788561955,0.380591928,2.789514141
0.036697016,0.713147045,3.126239107
0.446286884,0.086479821,3.14585624
0.874680344,0.225962117,3.031744958
0.344807846,0.885279778,3.257952266
0.090417605,0.151765216,3.52390021
0.908704253,0.14462049,3.364336643
0.718158048,0.47268476,3.418374646
0.048396789,0.566973251,3.836151605
0.750074457,0.113359141,3.819276322
0.864227121,0.233147766,3.727535053
0.520271683,0.694121135,3.949744353
0.098000751,0.276421697,4.36990669
0.888363453,0.154258967,4.272429299
0.83102537,0.276757836,4.251815625
0.531087378,0.648695545,4.528979058
0.165505165,0.359879125,5.016534979
0.84861126,0.20291281,5.043737803
0.842970806,0.240487781,5.052462193
0.784032005,0.322594783,5.166011858
0.649215664,0.477327564,5.46175302
0.446621563,0.569111727,5.968583902
0.592526847,0.398943223,6.444755827
0.800431511,0.250565045,6.691179923
0.930281061,0.090538364,6.548896755
0.984658676,0.020523935,6.011225616
0.996097066,0.00557958,5.377962895
0.998474505,0.002331839,4.783431012
0.999068219,0.001509247,4.248701779
0.999143075,0.001457861,3.772583598
0.998862935,0.002016732,3.3504515
0.99790655,0.003846824,2.978124001
0.99482026,0.009807004,2.654372663
0.983041817,0.032879352,2.388179098
0.923444091,0.149294292,2.228898936
0.429805287,0.878903624,2.345560478
0.018539218,0.201970775,2.58614875
0.878389806,0.110093526,2.451002633
0.668258626,0.578490044,2.487451504
0.013408737,0.391144397,2.802612868
0.727044705,0.086770225,2.711846805
0.805668768,0.354612749,2.666123256
0.039234214,0.76425747,2.982190731
0.349880377,0.08393178,3.019034448
0.87977278,0.218162159,2.899381465
0.334606881,0.902990607,3.114420251
0.077801302,0.148359878,3.367603793
0.909454812,0.142384375,3.207753855
0.695956944,0.510195397,3.269124482
0.036122416,0.488317782,3.673689719
0.787241937,0.108276545,3.617107658
0.852282617,0.256915303,3.538199247
0.387459514,0.81456895,3.806494511
0.144676212,0.180739238,4.132936812
0.900149896,0.156584499,3.994645529
0.789453958,0.347265999,4.016006058
0.270980135,0.801488529,4.40265598
0.40062509,0.181090886,4.685938355
0.878027633,0.192084225,4.605149849
0.804355038,0.30788902,4.648291607
0.554749263,0.599890506,4.95917868
0.239612948,0.463022345,5.493113247
